text,label
i feel curious how life in another school would feel like,anger
i might snap at them or fume feeling irritable and wronged,anger
i am not feeling very funny today,anger
i have wanted to write about how it feels to be depressed in some way that could help me connect with other people for a long time now,anger
i am feeling pretty crappy about myself right now,anger
i was consumed by feeling like a fake because i was so young i was still struggling mightily to embody what i was teaching and had no idea how to teach or facilitate,anger
i feel horrible for families that cant afford insurance or have inadequate insurance,anger
i on the other hand who already passed the letter to the director of the asasi feel jaded,anger
i was still not feeling like myself but i was thrilled just to get in something quality,anger
i feel gloomy upset whatever negative emotions i take a look at my colorful paint pots and it will instantly lift up my mood,anger
i was feeling quite embarrassed and quite a wee crowd had gathered outside the bank,anger
i have learned that even though lookin out for other ppls feelings is considerate,anger
i was feeling especially lethargic and had a less than stellar attitude while driving to church but then i saw this,anger
i took that final walkthrough i could almost feel the house aching from the change,anger
i couldn t see you on facebook without feeling awful so i unfriended you,anger
i would run come home tired and then feel grumpy that it was time to start the days labors,anger
